Label,Email
ham,"X-Origin: FARMER-D X-FileName: Farmer, Daren J..pst  Vance,  The following deal is not on you spreadsheet nor is it on the prebid list that Daren maintains:  Deal #		Counterparty		Meter #  137595		Dewbre Petr.		9662  Is this a good deal?  Bob"
ham, Do you want to go to Austin tonight?  I have an extra ticket to the game  tomorrow.  We will be back to Houston by 5 tomorrow. Let me know.  Eric
ham," Attached is revised language to drop in the confirm.  John:  Please approve.   Joe:  edit my margins AND does the preamble of the confirm use the word  ""Agreement"" to define the Master Agreement?  THIS IS NOT AN ISDA!"
ham," I looked thru the attached 10K for NSTAR and could find no ""NSTAR Companies""  entity listed there.  Maybe you'll have better luck, or are smarter and will  find it (since I failed so miserably on you know what today!). "
ham," Dear Vince,  I would like to thank you for your help and support during this particularly difficult time for me.  I truly appreciate it.  Thank you.  Sincerely,  Shalesh Ganjoo"
ham, I would like to sign up for the following presentations:  (1)  Power Marketing - Structuring Power Transactions on November 10 and 11 (2)  Fundamentals of Corporate Finance on  December 2  Please let me know.  Thanks.  Sara
ham," Paul,  Attached is the Kennedy Amendment.  Please review and if acceptable, please forward to Kennedy.   "
ham, Beth  I'm wondering if you are done are close on the systems plan.  I am getting on  a plane early monday afternoon.  I would love something to review even if it  is not complete.    Thanks   John
ham,   FYI    Rakesh Bharati Phone: (713) 853-0936 Fax:     (713) 646-2503
ham, Please stop sending me this report. John.
ham, Thanks for the update.  Mark
ham,"   Joanne Rozycki Senior Administrative Assistant Enron North America Corp. 1400 Smith Street, EB3880D Houston, TX  77002 Phone:  (713) 853-5968     Fax:      (713) 646-3490 Email:   joanne.rozycki@enron.com"
ham, u hear about ISO?  give a call.  jeff 415.782.7822
ham, Thanks Dave  Hope everything is well in London.  Lavo
ham, Danny is sick at home but has OK letter.  Eric wants an offer 10-15MM to insure entry to data room.  I'm OK with 10-12. Kim. 
spam, Please click on the attached link to launch your Holiday Party invitation.   http://invitation.enron.com  Please direct any questions to Dorie Hitchcock via email.
ham," Drafts were given to Dan Hyvl.   I do not know to  whom he sent  them to.       Debra Perlingiere Enron North America Corp. Legal Department 1400 Smith Street, EB 3885 Houston, Texas 77002 dperlin@enron.com Phone 713-853-7658 Fax  713-646-3490"
ham," Hi Robin,  Here they are.    Brian.  : )"
ham," Kate, can you please correct the fee for del 562195.01,  to .0275  THanks Sp"
ham,"X-Origin: Farmer-D X-FileName: dfarmer.nsf  As we spoke about by phone, here is the nomination, Thanks. <<CALPINE DAILY GAS NOMINATION 1.doc>>   - CALPINE DAILY GAS NOMINATION 1.doc"
ham," Have PG&E and SCE filed their latest ATCP filings?  If so, can we get it?  If  not, can we get it when they do, including workpapers?  Thanks  Roger"
ham," As discussed, please see attached sample agreements.     Regards, Debra Perlingiere Enron North America Corp. Legal Department 1400 Smith Street, EB 3885 Houston, Texas 77002 dperlin@enron.com Phone 713-853-7658 Fax  713-646-3490"
ham,"  Fred has decided not to stay long-term. He will consider staying for 6 mo.s but it needs to be a ""no brainer"" - 250K up front/$250K at the end of the six months. I assume this wont work but let me know. "
ham,X-Origin: WHALLEY-G X-FileName: gwhalley.nsf  Crude 24X7 WTI Marketing Effort  New Trade:  Phibro Inc. (23 trades)  Trade Count:  200  Trades   9.24  Million Barrels   19  Counterparties Transacting Today  29 Counterparties Transacting to Date    
spam,  http://24.27.98.187/pictures/2001/05-23_Hunter_Gym/page00.htm
spam," Hi Monika, Here's the Paperloop link, if you fill out the form, you should receive an e-mail in a day or 2 confirming access to the site.   http://www.pubservice.com/puenr1.asp   Thanks, Avril"
ham, NOTE:  PARKING DEAL WITH EPE FOR 45MW AT 4C345 FOR MONDAY 10/29/01 --  THIS SCHEDULE IS HIGHLIGHTED IN BLUE IN THE EPE SCHEDULING SHEET.  LISA 
ham,"X-Origin: Germany-C X-FileName: cgerman.nsf  According to my Mr. Scott Goodell, deal 231667 is a true sale to CES for  Allied Signal.  This deal just goes away on Oct 1st. "
ham, How much are the tickets going on your site?  I am trying to buy one.
ham, Here is Don Black presentation which he will pick up Wednesday morning.   Please give me a call if you have any questions.  Be sure to print out 10  color copies or black and white.  Thanks  Ben 713-853-7998 
ham,"CALENDAR ENTRY:	REMINDER  Description: 	VACATION - Comp Day 1  Date:		2/2/2001 Time:		8:00 AM (Central Standard Time)  Chairperson:	Stacey W White  Detailed Description: "
ham, Hey: That sounds good.  How does Thursday work? Ben
ham," Dan,  The file as requested.................    Eric Gillaspie 713-345-7667 Enron Building 3886"
ham,  <<Book1.xls>> Sorry about that.  There was a lot of cutting and pasting involved. 
ham, The fact that you are moving down there has nothing to do with whether or not  I do.  I was just joking.  Stop be so over analytical.  :)   Did you talk to  Danny about the offer?
ham,"Dynegydirect is now available for use.  If you have any questions or concerns, please  contact eCare.  DYNEGYdirect e- care Customer Support Dynegy, Inc. Ph: (877) 396.3493   Fx: (877) 396.3492 Email: ecare@dynegydirect.com"
ham," Anyone know any good lawyers in Mississippi, or any lawyers knowledgeable  about Mississippi law?  Power background would be nice, but I know that may  be too much to ask.  Thanks,  Kay"
ham," Sharon,  We Schedule C'd the $50M difference.  Let me know if you need further info or  backup.  Thanks.  DG   3-9573"
ham,"X-Origin: MANN-K X-FileName: kmann.nsf  Please email me the execution version of the escrow agreement.  Are we using  one, two or three?  Thanks,  Kay"
ham,"X-Origin: Kaminski-V X-FileName: vkamins.nsf  Lyn:  Please order for me one Palm pilot Vx  including docking cradle (that's the  Palm V with 8MB of ram). Company Number is: 0011 RC is: 100038  Thanks, Grant Masson V.P. Research EB 1966 x34768"
ham,"X-Origin: SWERZBIN-M X-FileName:   Please transfer $100,000 from LTNW to ""origination""  this is for Laird's work on a long-term City of Santa Clara (NP-15)  deal done 4/18/01."
ham,"X-Folder: \KMANN (Non-Privileged)\Mann, Kay\Inbox X-Origin: Mann-K X-FileName: KMANN (Non-Privileged).pst  I forgot to include the draft copy (it's been one of those days)        "
ham,X-Origin: MANN-K X-FileName: kmann.nsf  Here are the two bills of sale for  the Intergen transaction.  The only  change to the form was the insertion of the date.  The CA II bill also  reflects the sale of the transformer. 
ham," Liz,  I will be out of the office the morning of Wednesday, Feb. 14, 2001.  Thanks,  Errol"
ham," see you at the freight.  best, jeff"
ham,X-Origin: Farmer-D X-FileName: dfarmer.nsf  (See attached file: HPLN0322.xls)   - HPLN0322.xls
ham," Please see the attached confirms going out today.      Debra Perlingiere Enron North America Corp. Legal Department 1400 Smith Street, EB 3885 Houston, Texas 77002 dperlin@enron.com Phone 713-853-7658 Fax  713-646-3490"
ham, LC wrap  I need this for Tuesday/Wednesday.  This is a the high priority. I have given Lisa all the resources.  We need this.
ham, you might want to package a deal and move up to number 1 b/c if not you wont  get the player you want.  daddy has #1.
ham,"Spoke with Pat 01/05/01.  They gave me a 'quote card' for $200 to ship Sonny's Bold Pemiere from Joshua, Texas to Houston, Texas.   Joe McGee - President Greg McGee - Vice President "
spam, http://www.winstar.com/career/content_current_sales.asp#career506
ham,Conference # 1-800-711-8000       Access Code 8536845
ham, What did mary write?  Stage misses you?  I sent 2 emails.  Maybe mary is stalking gary 
ham," We have received all of the money from the spot sales for Tenaska IV in  October 2000, except for the Tenaska IV sale and the $0.04 fee.  Megan"
ham,X-Folder: \Darren_Farmer_Dec2000\Notes Folders\Discussion threads X-Origin: Farmer-D X-FileName: dfarmer.nsf  Please advise should you have any questions concerning the attached. (See attached file: hpl0816.xls)   - hpl0816.xls
ham, Dan  I did not include them in the upload sheet b/c I path directly to them.  LC
ham,"X-FileName: lkitchen (Non-Privileged).pst  As an aside?. 	Normal			Historical Vol Corp		$105.6MM		$112.2MM Americas	$96.3MM		$101.9MM Gas VAR	$52.9MM		$55.4MM		*CVAR shows April 02 as having largest risk $23MM  Power VAR	$50.5MM		$52.77MM"
ham,bldg 101 at CAISO
ham, Any idea where EES is on this this am - I'm meeting w Mark H now to discuss.
ham," Monica,  Please remove me from your distribution list.  I have moved to another job.  Thanks, Robin"
ham,X-Origin: Lavorado-J X-FileName: jlavora.pst  Rick  Rob Milnthorp have been discussing whether we want to look for a new regulatory person in Toronto.  We are leaning towards starting with a new face.  Give me a call to discuss.  John
ham, I'm available any time except 300-430 on Monday.  Have a good weekend.
ham,  Heather Mathis
ham,"  Mr.  Lay,   A lot  of us old ex-Enron guys are rooting for you, don't give up.   Regards,   Duane Ex-  Plant Manager Cuiaba       Duane Schumacher Tel: 1 809 334 1060    Fax:  809 616 2149   "
ham, Per Lisa's request please find a revised notice:    Kay
ham, AND you are a good cook and you smell good too!
ham, Attached is a clean and redlined version of the IT Agreement.  Please review  and let me know if you have any questions.   
ham, I will send them to Mike right now.
ham,"X-Origin: MANN-K X-FileName: kmann.nsf  Mike,  Please find attached GE's monthly report.  Chris "
ham, When is Greg's Happy Hour?? 
ham, This week picks.   I don't know if this is late but i since it is before the  games have started (it is 6 am pacific right now) I am hoping that you can  still put me in for Atlanta to lose to St Louis for this week.  Thanks man! 
spam," Thought you might find this interesting!!  http://www.fortune.com/    XXOOXXOO,  Kevin"
ham," Dear Dan,  Thank you for contacting me, but I am quite content with my current  opportunities at Enron.  Thank you so much for your interest.    Sincerely, Mike Grigsby Director of Trading"
ham," Hey, I just wanted to let you know that it's 7 pm Wednesday and I still have  not received any emails from you regarding the ski trip."
ham,    Shannon McPearson Enron North America 713-853-5944 Shannon.McPearson@enron.com 
spam, www.google.com  Juantongia Calvin Staff Global Management Enron Networks - Global Counterparty 713-345-1625 
ham," Kay,  Attached below is a draft term sheet for our discussion tomorrow re: City of  Rocky Mount and the non-binding LOI we need to draft and send to them.  Let's talk about it tomorrow.  Heather "
ham, i got an 89.  i am a good boy.
ham, did you see those commercials
ham,X-Origin: Farmer-D X-FileName: dfarmer.nsf  Teco Tap       150.000 / HPL Gas Daily  
spam, http://www.transit.twc.com/
ham," Ben,  Sorry, I sent old version. Use attached one below. Jin "
ham, New version with straight quotes and other changes. 
ham, I have not seen the increased volumes.  I will ask andy tomorrow about them.   The original 13K and 30 K are in Sitara. PL
ham,"X-bcc:  X-Folder: \Vincent_Kaminski_Jun2001_3\Notes Folders\Sent X-Origin: Kaminski-V X-FileName: vkamins.nsf  Shirley,  We want to take Kirstee to dinner on Wed next week to Brennan's at 6:00. 4 persons, reservation in my name, TT, GM, VK, KH.  Vince"
ham,"X-Folder: \Gerald_Nemec_Dec2000_June2001_2\Notes Folders\Notes inbox X-Origin: NEMEC-G X-FileName: gnemec.nsf  First pass of response to Bridgeline.  Gerald, please set up a meeting with Shonnie and Rusty ASAP to develop this  further. "
spam, I bid $5 for Eddie Kennison.
ham,X-FileName: rrodri2.nsf  Now I'm scared.
ham,X-FileName: cstclai.nsf  I have a doctors appt first thing Monday.  I should be in the office between  10-10:30. Carol
ham, see about scheduling that weekend then.  it is the weekend of dec. 3rd.
spam, please take me out of my bid for kennison
ham," Hold off on the reservations as I cannot get hold of her.  She may want to  drive for another reason I don't know of.  How long would we have to decide  if we did want to fly.  Also, could Melissa and Hunter go also."
ham,"X-bcc:  X-Folder: \FERMIS (Non-Privileged)\Ermis, Frank\Inbox X-Origin: Ermis-F X-FileName: FERMIS (Non-Privileged).pst  I keep forgetting to ask you, but I need to collect $12 from each of you for Mike's boss's day present.    Thanks! Ina"
ham," I confirmed that all the LPs and GPs of ECT Securities LP are Enron cos,  incorperated in Delaware with offices in Houston."
ham, Robin said you are going to be doing some of the Inside Ferc numbers.  I'm  out Friday so I'm sending this to you now.  
spam, The address to pick it up is : http://www.groupvbs.com/cards/viewcard.asp?cardid=BfJudUmRv1518  This card was sent from Group VBS at wwww.groupvbs.com
ham, is the tournament on Sat or Sun or both? round robin? thanks looking forward to hitting tomorrow
ham, So are you not talking to me anymore or something?  I emailed once and called  twice in the past week and a half  and haven't heard back from you?
ham,X-Origin: HAEDICKE-M X-FileName: mhaedic.nsf  Attached is our Confidentiality Agreement.  Please feel free to call me at  (713) 853-6544 if you have any questions. 
ham, how much did you hate that brit
ham," Hi Lee,  Just wanted to check to see if you will be around tomorrow.  I'm trying to  get things lined up on multiple fronts, and all roads lead to you.  Thanks,  Kay"
ham," Here are my suggestions for EBS.  Please let me know if you need any  additional information.      Sue Nord, Sr. Director Government Affairs 713 345-4196"
spam,"CALENDAR ENTRY:	APPOINTMENT  Description: 	TMS Weekly Mtg. Conference room EB4102  Date:		3/21/2001 Time:		1:30 PM - 3:00 PM (Central Standard Time)  Chairperson:	Outlook Migration Team  Detailed Description:"
ham, Good luck.  
ham,X-Folder: \Darren_Farmer_Dec2000\Notes Folders\All documents X-Origin: Farmer-D X-FileName: dfarmer.nsf  Teco Tap       90.000 / HPL IFERC  Texoma         20.000 / HPL IFERC  LS HPL LSK IC       40.000 / Enron 
ham, I am still waiting to hear whether ENA will transact with [Soc Gen] today (or  whether Enron Australia will document its first weather trade).  SS
ham,"X-Origin: Bass-E X-FileName: ebass.nsf  Your mom is so fat that God said ""Let there be light,"" right after she moved  her fat ass."
ham," Please find the attached EES Volumetric NYMEX and Basis positions for  7/31/2000.   I expect our position to be about 300 contracts shorter on Nymex.    Thanks,  Monica Hwang"
ham, kimberly: any interest in accompanying me to maggi's bd party sat nite?
spam,X-Origin: Presto-K X-FileName: KPRESTO (Non-Privileged).pst    _________________________________________________________________ Get your FREE download of MSN Explorer at http://explorer.msn.com/intl.asp   - 11-26 0800 Report.xls 
ham, fine with me
ham,Grant's parents
ham," not me.  i wont get a vette unless i am 50, single & have a mustache.  if i  need to pick up the young cheesey babes when i am old i will get one.  i  never heard of that movie."
ham,"CALENDAR ENTRY:	APPOINTMENT  Description: 	CMS - Contract - OBA  Karen and Mary  Date:		4/24/2001 Time:		8:00 AM - 9:00 AM (Central Standard Time)  Chairperson:	Outlook Migration Team  Detailed Description:"
ham, san antonio and vidor
ham, Mcnabb and Freeman for Bruce
ham, We should have 4682 of Egan coming into TGT for the 1st and 4679 fo the 2nd  -31st.  Would you guys check that please.  thanks cg
spam, http://www.townhall.com/columnists/jackkemp/jk20001227.shtml
ham, ELM
ham, Here is the most updated file. PL
ham," Attached is the working group list for Project Notre Dame.  Regards,  Micha Magid  (See attached file: Working Group List.doc)  - Working Group List.doc "
ham,X-Origin: JONES-T X-FileName: tjones.nsf  We have received executed copies of the Broker Electronic Transaction  Agreement dated 3/19/01 and the Fee Agreement dated 3/19/01 with respect to  the referenced Counterparty.  Copies will be sent to Lisa Lees.
ham,"X-Origin: SEMPERGER-C X-FileName: cara semperger 6-26-02.PST  Good Afternoon,  Lots of difficulty getting good information today, please call asap if there is a problem  Cara  503/464-3814    "
ham," Mike,  If we plan a customer dove hunt or pheasant hunt in the fall would you like  to join us? Any preference in doves versus pheasant?   Doug"
ham, are you up for golf saturday or sunday??
ham,"X-Origin: KEAN-S X-FileName: skean.nsf  SK - I've printed these out for you.  mm  Attached are the overall goals and those related to Rick Causey's area.  If  you have any questions, please feel free to call Mark at X3-1873.  Karen Myer x3-7678  "
spam,X-Origin: Kaminski-V X-FileName: vkamins.nsf  http://www.latimes.com/business/reports/power/lat_gas010204.htm
ham," You're right - I've changed this deal in Enpower.  Thanks, Kate     Kerri Thompson@ENRON 01/09/2001 02:05 PM To: Kate Symes/PDX/ECT@ECT cc:    Subject: natsource checkout  492699 i think the price on this deal should be 225.05?  "
spam,"    Here It Is  !!!  [IMAGE] or copy and paste the following link to  your browser:http://www.operationhope.org/Epublications/November_13_01/default.htm     Humbly, The Communications & Community Affairs  department  "
ham,"X-FileName: kmann.nsf  See attached letter which was sent today to Navigant.  Regards,  Ben "
ham,       Joanie is booking a dinner in NY for this night.     9:00 shuttle to DC
ham,"In light of today's events, The Travel Agency in the Park will remain open 24 hours with a dedicated emergency staff.  If you need travel assistance, please call 713 650-8080 or 800 962-0248."
ham,  Return Receipt   Your         NDA - Experian Inc.  document:   was received Sharon Granger/Sales/ISS  by:   at:          03:47:22 PM CDT Today  
ham, can i read this at work dude?
ham,"X-To: Bryan Hull X-cc: O'Neal D Winfree, Phillip M Love, David Baumbach, Michael Walters, Eric Bass, Daren J Farmer X-bcc:  X-Folder: \Matthew_Lenhart_Jun2001\Notes Folders\Sent X-Origin: Lenhart-M X-FileName: mlenhar.nsf  you're hurting my feelings.  "
ham,"CALENDAR ENTRY:	APPOINTMENT  Description: 	Chris Greaney?  Date:		5/29/2001 Time:		2:00 PM - 2:30 PM (Central Standard Time)  Chairperson:	Outlook Migration Team  Detailed Description:"
ham,X-FileName: skean.nsf  Please read the attached memo from Rick Shapiro along with the attachments.  Thanks.     
spam, http://wwwghcc.msfc.nasa.gov/GOES/goes8conuswv.html
ham,X-bcc:  X-Folder: \RRING (Non-Privileged)\EESIRenewableEnergy X-Origin: Ring-R X-FileName: RRING (Non-Privileged)1.pst  see attached   - dasq.xls 
ham," Kay,  Please see attached.  Thanks. "
ham, Herro?
ham," <<5-21-01.pdf>> Richard Costigan, III Chief of Staff Office of the Assembly Republican Leader California State Assembly Phone:(916) 319-2005      - 5-21-01.pdf"
ham, I just received a call from Tanya.  They have not yet resolved the threshold  issue on the National Bank of Canada agreement.  She will let us know as soon  as they have a determination.
spam," The Errata to the May 5, 2001 Staff Assessment for the Hanford Energy Park  Peaker is now online.  To view this document, please visit:  http://www.energy.ca.gov/sitingcases/peakers/hanford/documents/index.html  Thank you,  Jon Doidge CEC Web Team"
ham," If you don't get a response from Elizabeth, just call her or walk up to the legal floor.   On something as important as this, I would go directly to Elizabeth's office. "
ham," Thanks.     Vince J Kaminski@ECT 01/11/2000 08:01 AM To: Richard Shapiro/HOU/EES@EES cc:   Subject: Congratulations  Rick,  I have just looked at the memo regarding promotions. Congratulations - well deserved.   Vince  "
ham," I know you had asked for some info on Texas previously.  Sorry it is so late,  but here is a map of Tx pieplines.  The most notable (that are no on the  current pipeline map) are Oasis, Lonestar, Valero, and HPL.   Thanks,  Eric x3-0977 "
ham," Shirley,  No problem.  Vince      Shirley Crenshaw 09/29/2000 02:13 PM To: Vince J Kaminski/HOU/ECT@ECT cc:   Subject: Vacation  Vince:  I would like to take a day of vacation next Friday, October 6th if it ok. Anita will be here.  Thanks!  Shirley     "
ham,Please find the attached weekly report.      [Resending this because it didn't go through earlier]
ham," Per our conversation on July 24, please add poi 78065 as an alternate delivery point on our rel cap contract 27662 effective July 25, 2001. Thank you for your assistance."
ham," Finney,   Congratulations on the new baby!  Are you sure you picked up the right one at the hospital?  She is too cute to  have anything to do with you.  Hope everybody is doing good and ya'll are  getting at least a little sleep.  Daren"
ham,  Sunday through Tuesday
ham, Detailed Functional specs are available in o:\eol\phase2
ham, Can you please send me Ida-West's fax # and Phone #. Thanks Ben
ham," One more attachment to follow.  Two hard copy attachments: map and confirm  letter will bring up to you, David.    "
ham,"CALENDAR ENTRY:	APPOINTMENT  Description: 	Saly Beck in her office  Date:		10/25/2000 Time:		2:00 PM - 3:00 PM (Central Standard Time)  Chairperson:	Outlook Migration Team  Detailed Description:"
ham,George Nunnemacher 4669
ham," Stacy,  I just talked to Palo alto.  They would like to schedule a conference call for tomarrow, noon our time.  I told them it would be up to you.  Please let me know if this gives you enough time.  Thanks,  Kim Ward x30685"
ham,inez dauterive - 36789
ham, I was told to RSVP for the Christmas party  I (Steve South) will be there  with my wife Ann South. I work for ENA in gas trading
ham," When: Thursday, November 15, 2001 11:30 AM-12:30 PM (GMT-06:00) Central Time (US & Canada). Where: tbd--confirm time, 11:30 or later  *~*~*~*~*~*~*~*~*~* "
ham," I have asked the tax guys to talk to you directly since I am in South America  this week.  If you have not heard from them, you might try calling Stephen  Douglas or Jeff Blumenthal.  They are the tax experts for EnronOnline."
ham, You love it when I pick on you.
ham,  Key person with ASE per Lisa Petruszka (Enron)
ham, Looks good.  Regards Delainey
spam,"X-Origin: Kaminski-V X-FileName: vkamins.nsf  Mark,  Please, check the following web-site. We can commisison a study from this guy.  Vince  http://www.stern.nyu.edu/networks/site.html"
ham,X-Origin: NEMEC-G X-FileName: gnemec.nsf  Attached is a clean and redlined version the agreement with our revisions. 
ham," Here is a presentation which is complete but we just need 10 color, bound  copies by 3:00pm.  Let me know if you have any questions.  Thanks Ben "
ham,"X-Origin: Donoho-L X-FileName: LDONOHO (Non-Privileged).pst  Please print a few copies of this spreadsheet and take them to Tracy in her meeting this morning.  Thanks, Lindy    "
ham, You're very sweet.  Thank you so much.
ham,"X-Origin: Lavorado-J X-FileName: jlavora.pst  Some guy at Duke told Mark Frevert today that on March 15th, Duke won a court ruling saying that they expanded the scope of the PanNat Arbitration.  True?"
ham, ene sucks
ham, I heard a rumor that Carlos Sole has been tasked with the Mitsubishi  consent.  I'm sure he will do a great job.  Kay
ham, Are we done?
ham, rick:  do I need to set up a meeting with Joann Hill?
spam, http://www.tax.co.harris.tx.us/
ham,"X-cc:  X-bcc:  X-Folder: \Clint_Dean_Dec2000\Notes Folders\Info X-Origin: Dean-C X-FileName: cdean.nsf  Hey guys, ? Now that I'm not a student, I got a new email  account.? It is jennd@pdq.net .? Let  me know how you guys are doing! ? Jenn"
ham," Gina,  Ryan Watt runs our model for us now so I don't need this spreadsheet everyday.  Thanx,  Chris"
ham, I just heard that there is a farewell party for Rainer on Friday afternoon -  don't know any details.
ham," Jay,  Have you initiated the purchases in my Roth IRA?  I don't see the pending  purchases online.  Thanks.  DG"
ham," Tricia,  Have you looked in to the stock option line item on my pay stub yet? The number on the stub is about 36000 and I think about 18000 is accurate.  Chris"
ham,X-bcc:  X-Folder: \Matthew_Lenhart_Nov2001\Notes Folders\All documents X-Origin: LENHART-M X-FileName: mlenhar.nsf  i hope it isn't his crack addict driver who was arrested over xmas.
ham,"    when you open Reuters Kobra (under business apps) open the attached sheet, it should get you started    "
ham, Could you get me the Inside Ferc file for June 2002 please?  Thanks
spam, http://www.pge-texas.com/www/gtt.nsf/htmlmedia/operations.html
ham, thanks!
ham, Did you call me?  I have a message from Mike at 3-5480.  It ain't your voice  on voicemail.
ham, BLOOMBERG   deal 573083 Mark Fischer Is this a good deal with Bloomberg because they haven't sent a confirmation  yet.   PREBON All are o.k.    AMEREX WEST  All are o.k.
spam,Trying to help outta friend.  I'll take 40% of your referral fee...LOL ;)  - DukeResume.doc  
ham, golf at a good course
ham,X-Folder: \Gerald_Nemec_Dec2000_June2001_1\Notes Folders\All documents X-Origin: NEMEC-G X-FileName: gnemec.nsf  Attached are executables for the Hubbard Transaction. 
ham,"Any questions contact Ed McMichael, x37657  Per Geraldine Irvine"
ham,    _________________ Ryan Williams East Power Trading Enron North America (713) 853-4793
spam, Hello I am missing a Tom Alonso Deal  Bloomberg bro confirm 11/20/00 Enron Buys IdahoPower Co Palo Verde Dec2000 25mws 125.00 on peak  Thanks 
ham," What's up with the ads for the NY times, WSJ, and FT?  (Crude and product  traders)  Jeff"
ham," 572988, jeff r  broker shows this deal twice.  thanks"
ham, I think you can just include the electronc file and the appropriate person  can print it off when they print the Word file with the rest of the  contract.  I don't have any better idea than that.  Kay
ham, just a couple of minor changes - what is the last sentence about? 
ham," I actually just changed that one, per Mike Swerzbin.  Thanks, Kate     Kerri Thompson@ENRON 04/26/2001 02:34 PM To: Kate Symes/PDX/ECT@ECT cc:    Subject: natsource  593949 broker has duke as the cp  "
ham,Set up with Patti x-39106 & Brenda x-31914
ham,"X-Origin: Kaminski-V X-FileName: vkamins.nsf  Jim,  Can we meet on Friday to discuss this topic. The person who supports power, Grant Masson, will be out for the next two days.   Vince"
ham,"   Debra Perlingiere Enron North America Legal 1400 Smith Street, EB 3885 Houston, Texas 77002 dperlin@enron 713-853-7658 713-646-3490 Fax  "
ham," Please send me the person or persons name, phone, number, add, and any other  info you have and I will proceed with the GISB.  dp"
ham, give me a call when you get a chance.  i got your message this morning.  i  don't think i will get to austin for at least a few weeks so it would be best  if you just mailed the check.
ham," The name of the new head of generation at KN is Anthony Lannie: (713)  844-9592 (w) Formerly of Coastal, where he developed and originated a total of approx.  4,000 MW's.  Thanks Ben"
ham," Alice, whom I used to ride with and her guy Jeff (remember we went to their place in Petaluma some time back--chicken coups?) is getting married on Sunday, October 21 at 3 o'clock on Mare Island.  You want to go?"
ham, RE: Notice letter.  We sent out a notice letter to GE last Friday regarding closing of a  financing.  Could you print me a hard copy so I can show you what changes  need to be made?  We need to send out another letter this week.  Kay
ham, Got it.  Stuart
ham,"    Smith L. Day Enron Power Marketing, Inc. Ph. 713-853-4201 Fax: 713-646-8272 Pager: 877-306-9429"
ham, I'm trying to get off the phone with you know who.  I'd better meet you  downstairs or wherever we are going.
ham," Good Morning,    yes,  they should all drink when they preach.  Debra Perlingiere Enron North America Corp. Legal Department 1400 Smith Street, EB 3885 Houston, Texas 77002 dperlin@enron.com Phone 713-853-7658 Fax  713-646-3490"
spam, EES bought:  50mw  OnPk  April-01  Cinergy  $45.00 50mw  OnPk  April-01  Ercot  $51.50
ham,"  <<5-03-01.pdf>>  Richard Costigan, III Chief of Staff Office of the Assembly Republican Leader California State Assembly Phone:(916) 319-2005      - 5-03-01.pdf"
ham, (See attached file: Tenaska IV Est Imbalance0302.xls)
ham," Keith, My changes are redlined.  Please provide any comments.   "
ham, Meeting to verbally go over the performance of the Texas Risk group
ham," top line:  SNL Securities LC  next line:  ECT Investments, Inc.  Sara Shackleton Enron Wholesale Services 1400 Smith Street, EB3801a Houston, TX  77002 Ph:  (713) 853-5620 Fax: (713) 646-3490"
ham, Remember you have to log in two times.   https://testweb1.eoltest.com/jsp/marketing/homepage/index.html    ADM52485 - Login TARATARA - Password  If you have any questions please let me know.  Good luck!  Melba 58986
ham, You know my stance on the jerseys.  What exactly is a leauge? PL
ham, Initial draft for your review and comments. 
ham,X-Origin: KEAN-S X-FileName: skean.nsf  This time the agenda for the working group call scheduled for this Thursday  at 8:00 am Tokyo time really is attached.  Mike  813 5219 4584 
ham,X-bcc:  X-Folder: \Steven_Kean_Oct2001_2\Notes Folders\Attachments X-Origin: KEAN-S X-FileName: skean.nsf  Attached is the April 12 update.  Also attached is an electronic copy of a  prior update faxed last week.   
ham, Attached please find my year 2000 accomplishments.  Please call if you have  any questions. 
ham,X-bcc:  X-Folder: \Sally_Beck_Dec2000\Notes Folders\Discussion threads X-Origin: Beck-S X-FileName: sbeck.nsf  There was an incorrect formula in the previous version.  Please review this  version and let me know if you have any updates.  Regards  Shona
ham," The new schedule is out for April, if you have any conflicting dates please  let me know,  ryan"
ham,"X-Origin: Kaminski-V X-FileName: vkamins.nsf  Davis,  I sent out the memo. No reaction yet.  Vince"
ham, Rod:  I spoke with Merrill legal and the biggest issue is the capped guaranty  (particularly since Merrill expected Enron Corp. to be the counterparty) .   Please call Peter Barna to discuss at 212-449-6763.  Thanks.  Sara
ham, i've realized i'm too old to stay up til 1 on a school night
ham," Susan:  The tax rep is fine.  We are following up on the P/A, and Clement should  respond re:  the guaranty.  Sara"
ham, In all week.
ham,X-Origin: Rogers-B X-FileName: brogers.nsf  ?Please provide responses to the questions on the attached document.    <<Enron Questions.doc>>     - Enron Questions.doc
ham,"X-Origin: Whalley-L X-FileName: gwhalley.nsf  Brad,  You're scheduled to meet  w/Greg on Wednesday at 3:30p.m. in EB2801b.  It was  great seeing you and welcome back!  Liz "
ham, Can you call me when you're done trading?    Thanks!
ham,"X-bcc:  X-Folder: \Chris_Germany_Dec2000\Notes Folders\Discussion threads X-Origin: Germany-C X-FileName: cgerman.nsf  FYI - PSE&G has 72,450 dt of primary capacity from Tenn Rivervale to PSE&G on  Transco."
ham," Smile.... Smile.... Smile....   please because i love you and I will always be there for you, I will always be on your side  Monika"
ham,X-Origin: Farmer-D X-FileName: dfarmer.nsf  (See attached file: HPLN0303.xls)   - HPLN0303.xls
ham," This looks good.  Thanks, Mike"
ham," Rebecca: I was just talking to Fred Mitro and he says you have put together a couple  of different models on coal.  Can you please send me those models, so I can  get an idea on how you guys are looking at the analysis.  Thanks! Regards, Ben"
